146 1701257471 12478,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257472 12478,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257473 12478,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257474 12478,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257475 12478,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257476 21861,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257477 21861,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257478 21861,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257479 21861,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257480 21861,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257481 14284,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257482 14284,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257483 14284,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257484 14284,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257485 14284,600000 -1,000000 -101,000000 0,000000 0,000000
146 1701257486 38281,200000 -1,000000 -101,000000 0,000000 0,000000
146 1701257487 38281,200000 -1,000000 -101,000000 0,000000 0,000000
146 1701257488 38281,200000 -1,000000 -101,000000 0,000000 0,000000
146 1701257489 38281,200000 -1,000000 -101,000000 0,000000 0,000000
146 1701257490 38281,200000 -1,000000 -101,000000 0,000000 0,000000
146 1701257491 28428,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257492 28428,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257493 28428,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257494 28428,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257495 28428,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257496 18290,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257497 18290,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257498 18290,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257499 18290,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257500 18290,400000 -1,000000 -101,000000 0,000000 0,000000
146 1701257501 600,000000 -1,000000 -101,000000 0,000000 0,000000
146 1701257502 600,000000 -1,000000 -101,000000 0,000000 0,000000
146 1701257503 600,000000 -1,000000 -101,000000 0,000000 0,000000
146 1701257504 600,000000 -1,000000 -101,000000 0,000000 0,000000
146 1701257505 600,000000 -1,000000 -101,000000 0,000000 0,000000
146 1701257506 556,400000 -1,000000 -101,000000 0,000000 0,000000
