offline_datapoint_12 1701257523 0,787
offline_datapoint_24 1701257523 0,390
offline_datapoint_13 1701257523 7197,773
offline_datapoint_18 1701257525 0,000
offline_datapoint_0 1701257523 12014,371
offline_datapoint_16 1701257523 782,077
offline_datapoint_28 1701257523 0,350
offline_datapoint_17 1701257523 6,323
offline_datapoint_10 1701257523 99,815
offline_datapoint_29 1701257523 0,666
offline_datapoint_22 1701257523 8838,737
offline_datapoint_4 1701257523 0,004
offline_datapoint_11 1701257528 28230,000
offline_datapoint_5 1701257528 5002,000
offline_datapoint_26 1701257528 585687040,000
offline_datapoint_14 1701257528 481415168,000
offline_datapoint_3 1701257528 14107545600,000
offline_datapoint_9 1701257528 76759040,000
offline_datapoint_25 1701257528 765,000
offline_datapoint_19 1701257526 9587,945
offline_datapoint_8 1701257526 19598,780
offline_datapoint_21 1701257528 76759040,000
offline_datapoint_1 1701257526 80,439
offline_datapoint_20 1701257528 10344779776,000
offline_datapoint_7 1701257528 6315270144,000
offline_datapoint_6 1701257526 0,000
offline_datapoint_12 1701257526 3,773
offline_datapoint_24 1701257526 1,108
offline_datapoint_13 1701257526 9239,820
offline_datapoint_18 1701257528 0,000
offline_datapoint_0 1701257526 15815,136
offline_datapoint_16 1701257526 6038,610
offline_datapoint_28 1701257526 265,967
offline_datapoint_17 1701257526 101,801
offline_datapoint_10 1701257526 95,653
offline_datapoint_29 1701257526 7,009
offline_datapoint_22 1701257526 391366,085
offline_datapoint_4 1701257526 2,661
offline_datapoint_11 1701257531 28230,000
offline_datapoint_5 1701257531 4998,000
offline_datapoint_26 1701257531 585687040,000
offline_datapoint_14 1701257531 481476608,000
offline_datapoint_3 1701257531 14103138304,000
offline_datapoint_9 1701257531 76206080,000
offline_datapoint_25 1701257531 758,000
offline_datapoint_19 1701257529 0,000
offline_datapoint_8 1701257529 1551,033
offline_datapoint_21 1701257531 76206080,000
offline_datapoint_1 1701257529 0,000
offline_datapoint_20 1701257531 10341335040,000
offline_datapoint_7 1701257531 6318653440,000
offline_datapoint_6 1701257529 0,130
offline_datapoint_12 1701257529 2,447
offline_datapoint_24 1701257529 0,844
offline_datapoint_13 1701257529 7594,609
offline_datapoint_18 1701257531 0,000
offline_datapoint_0 1701257529 12821,117
offline_datapoint_16 1701257529 1105,934
offline_datapoint_28 1701257529 0,404
offline_datapoint_17 1701257529 11,302
offline_datapoint_10 1701257529 99,785
offline_datapoint_29 1701257529 2,659
offline_datapoint_22 1701257529 19275,294
offline_datapoint_4 1701257529 0,004
offline_datapoint_11 1701257534 28230,000
offline_datapoint_5 1701257534 4998,000
offline_datapoint_26 1701257534 585687040,000
offline_datapoint_14 1701257534 484200448,000
offline_datapoint_3 1701257534 14117339136,000
offline_datapoint_9 1701257534 76222464,000
offline_datapoint_25 1701257534 762,000
offline_datapoint_19 1701257532 53,826
offline_datapoint_8 1701257532 8733,176
offline_datapoint_21 1701257534 76222464,000
offline_datapoint_1 1701257532 6,686
offline_datapoint_20 1701257534 10353573888,000
offline_datapoint_7 1701257534 6332252160,000
offline_datapoint_6 1701257532 0,065
offline_datapoint_12 1701257532 1,134
offline_datapoint_24 1701257532 0,457
offline_datapoint_13 1701257532 7589,458
offline_datapoint_18 1701257534 0,000
offline_datapoint_0 1701257532 12946,645
offline_datapoint_16 1701257532 3831,672
offline_datapoint_28 1701257532 0,632
offline_datapoint_17 1701257532 15,045
offline_datapoint_10 1701257532 99,686
offline_datapoint_29 1701257532 2,006
offline_datapoint_22 1701257532 24246,044
offline_datapoint_4 1701257532 0,006
offline_datapoint_11 1701257537 28230,000
offline_datapoint_5 1701257537 5012,000
offline_datapoint_26 1701257537 585801728,000
offline_datapoint_14 1701257537 484220928,000
offline_datapoint_3 1701257537 14104293376,000
offline_datapoint_9 1701257537 76304384,000
offline_datapoint_25 1701257537 755,000
offline_datapoint_19 1701257535 9,951
offline_datapoint_8 1701257535 5062,429
offline_datapoint_21 1701257537 76304384,000
offline_datapoint_1 1701257535 2,322
offline_datapoint_20 1701257537 10340110336,000
offline_datapoint_7 1701257537 6337044480,000
offline_datapoint_6 1701257535 0,130
offline_datapoint_12 1701257535 2,695
offline_datapoint_24 1701257535 0,842
offline_datapoint_13 1701257535 7516,689
offline_datapoint_18 1701257537 0,000
offline_datapoint_0 1701257535 12986,780
offline_datapoint_16 1701257535 6022,042
offline_datapoint_28 1701257535 0,567
offline_datapoint_17 1701257535 15,922
offline_datapoint_10 1701257535 99,698
offline_datapoint_29 1701257535 4,312
offline_datapoint_22 1701257535 24746,667
offline_datapoint_4 1701257535 0,006
offline_datapoint_11 1701257540 28230,000
offline_datapoint_5 1701257540 5008,000
offline_datapoint_26 1701257540 585883648,000
offline_datapoint_14 1701257540 484225024,000
offline_datapoint_3 1701257540 14103482368,000
offline_datapoint_9 1701257540 76259328,000
offline_datapoint_25 1701257540 752,000
offline_datapoint_19 1701257538 25,441
offline_datapoint_8 1701257538 385,960
offline_datapoint_21 1701257540 76259328,000
offline_datapoint_1 1701257538 2,343
offline_datapoint_20 1701257540 10339713024,000
offline_datapoint_7 1701257540 6337691648,000
offline_datapoint_6 1701257538 0,065
offline_datapoint_12 1701257538 0,994
offline_datapoint_24 1701257538 0,719
offline_datapoint_13 1701257538 7695,094
offline_datapoint_18 1701257540 0,000
offline_datapoint_0 1701257538 12789,897
offline_datapoint_16 1701257538 758,530
offline_datapoint_28 1701257538 0,588
offline_datapoint_17 1701257538 28,453
offline_datapoint_10 1701257538 99,569
offline_datapoint_29 1701257538 2,008
offline_datapoint_22 1701257538 12095,247
offline_datapoint_4 1701257538 0,006
offline_datapoint_11 1701257543 28230,000
offline_datapoint_5 1701257543 5012,000
offline_datapoint_26 1701257543 585752576,000
offline_datapoint_14 1701257543 481247232,000
offline_datapoint_3 1701257543 14101606400,000
offline_datapoint_9 1701257543 76455936,000
offline_datapoint_25 1701257543 755,000
offline_datapoint_19 1701257541 12,632
offline_datapoint_8 1701257541 4315,318
offline_datapoint_21 1701257543 76455936,000
offline_datapoint_1 1701257541 0,997
offline_datapoint_20 1701257543 10339631104,000
offline_datapoint_7 1701257543 6336634880,000
offline_datapoint_6 1701257541 0,000
offline_datapoint_12 1701257541 2,541
offline_datapoint_24 1701257541 0,714
offline_datapoint_13 1701257541 8617,007
offline_datapoint_18 1701257543 0,000
offline_datapoint_0 1701257541 14584,519
offline_datapoint_16 1701257541 1788,159
offline_datapoint_28 1701257541 0,668
offline_datapoint_17 1701257541 7,646
offline_datapoint_10 1701257541 99,660
offline_datapoint_29 1701257541 0,665
offline_datapoint_22 1701257541 55919,304
offline_datapoint_4 1701257541 0,007
offline_datapoint_11 1701257546 28230,000
offline_datapoint_5 1701257546 5007,000
offline_datapoint_26 1701257546 585781248,000
offline_datapoint_14 1701257546 481255424,000
offline_datapoint_3 1701257546 14101946368,000
offline_datapoint_9 1701257546 76783616,000
offline_datapoint_25 1701257546 752,000
offline_datapoint_19 1701257544 8,018
offline_datapoint_8 1701257544 1243,790
offline_datapoint_21 1701257546 76783616,000
offline_datapoint_1 1701257544 0,668
offline_datapoint_20 1701257546 10342342656,000
offline_datapoint_7 1701257546 6340378624,000
offline_datapoint_6 1701257544 0,065
offline_datapoint_12 1701257544 0,910
offline_datapoint_24 1701257544 0,457
offline_datapoint_13 1701257544 7270,309
offline_datapoint_18 1701257546 0,000
offline_datapoint_0 1701257544 12270,526
offline_datapoint_16 1701257544 1287,555
offline_datapoint_28 1701257544 0,345
offline_datapoint_17 1701257544 9,688
offline_datapoint_10 1701257544 99,728
offline_datapoint_29 1701257544 0,000
offline_datapoint_22 1701257544 10734,345
offline_datapoint_4 1701257544 0,003
